transaction_id,transaction_date,transaction_time,store_location,product_category,product_type,product_detail,Size,unit_price,quantity,total,payment_type,customer_id
T100388,4/1/2024,11:12 AM,University,Beverage,Iced Tea,Iced Tea , Medium,2.38,1,2.38,Mobile,C8964
T100435,4/1/2024,5:45 PM,Airport,Beverage,Smoothie,Smoothie , Large,3.6,1,3.6,Card,C8426
T100843,4/1/2024,4:16 PM,Mall,Pastry,Scone,Scone , Large,2.02,1,2.02,Card,C2620
T101149,4/1/2024,11:27 PM,Mall,Beverage,Lemonade,Lemonade , Small,1.79,1,1.79,Mobile,C3045
T101264,4/1/2024,10:07 PM,University,Coffee,Espresso,Espresso , Large,2.56,1,2.56,Cash,C1592
T101634,4/1/2024,9:15 PM,Airport,Coffee,Flat White,Flat White , Large,3.29,1,3.29,Card,C3421
T101739,4/1/2024,4:58 PM,University,Coffee,Flat White,Flat White , Medium,1.85,1,1.85,Card,C4950
T101817,4/1/2024,6:31 PM,Downtown,Tea,Green Tea,Green Tea , Medium,2.26,1,2.26,Card,C4623
T102416,4/1/2024,9:48 PM,Mall,Coffee,Espresso,Espresso , Medium,3.87,1,3.87,Card,C9429
T102469,4/1/2024,11:45 AM,Mall,Beverage,Smoothie,Smoothie , Medium,2.13,1,2.13,Card,C2732
T102943,4/1/2024,6:09 AM,Downtown,Sandwich,Tuna Sandwich,Tuna Sandwich , Small,5.75,1,5.75,Card,C2432
T100528,4/2/2024,10:09 AM,Mall,Pastry,Scone,Scone , Large,2.07,1,2.07,Card,C7199
T100836,4/2/2024,5:22 PM,Downtown,Tea,Black Tea,Black Tea , Small,2.65,1,2.65,Mobile,C8245
T101762,4/2/2024,3:02 AM,Mall,Beverage,Lemonade,Lemonade , Small,3.48,1,3.48,Card,C3346
T101901,4/2/2024,10:37 AM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,5.27,1,5.27,Card,C7933
T101977,4/2/2024,5:46 AM,Suburb,Coffee,Espresso,Espresso , Medium,4.54,1,4.54,Card,C8795
T102114,4/2/2024,12:17 AM,Mall,Beverage,Smoothie,Smoothie , Small,2.28,1,2.28,Mobile,C7162
T100471,4/3/2024,7:26 AM,Mall,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,6.11,2,12.22,Card,C6901
T100972,4/3/2024,6:32 PM,Downtown,Beverage,Smoothie,Smoothie , Medium,3.13,1,3.13,Cash,C8546
T101018,4/3/2024,12:46 PM,Airport,Coffee,Flat White,Flat White , Small,4.64,1,4.64,Cash,C4850
T100342,4/4/2024,6:45 PM,Mall,Coffee,Mocha,Mocha , Small,2.93,1,2.93,Card,C7081
T100519,4/4/2024,4:22 PM,University,Tea,Black Tea,Black Tea , Small,2.69,1,2.69,Card,C5802
T100763,4/4/2024,9:10 AM,Mall,Beverage,Smoothie,Smoothie , Small,3.66,1,3.66,Card,C6824
T100827,4/4/2024,5:48 PM,Downtown,Coffee,Mocha,Mocha , Small,3.91,1,3.91,Cash,C5065
T100953,4/4/2024,5:00 AM,Downtown,Beverage,Iced Tea,Iced Tea , Small,2.26,1,2.26,Card,C5474
T101019,4/4/2024,1:50 PM,Airport,Coffee,Mocha,Mocha , Medium,3.32,1,3.32,Mobile,C4070
T101113,4/4/2024,2:46 AM,Mall,Coffee,Cappuccino,Cappuccino , Small,3.91,1,3.91,Cash,C7395
T101798,4/4/2024,12:15 AM,Downtown,Tea,Chai,Chai , Small,2.5,1,2.5,Card,C3054
T102398,4/4/2024,1:51 PM,Downtown,Coffee,Latte,Latte , Medium,3.69,1,3.69,Card,C5921
T102649,4/4/2024,8:29 AM,Airport,Coffee,Americano,Americano , Large,1.94,1,1.94,Mobile,C4368
T100143,4/5/2024,9:30 AM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Small,6.08,1,6.08,Cash,C9505
T100192,4/5/2024,4:37 PM,Mall,Pastry,Croissant,Croissant , Medium,3.43,2,6.86,Card,C4140
T100449,4/5/2024,9:08 PM,Mall,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,5.55,2,11.1,Cash,C4432
T100493,4/5/2024,7:20 AM,Airport,Pastry,Bagel,Bagel , Medium,1.75,1,1.75,Cash,C2934
T100546,4/5/2024,5:18 PM,Mall,Coffee,Latte,Latte , Small,2.63,1,2.63,Card,C8446
T101267,4/5/2024,6:08 PM,Airport,Coffee,Cappuccino,Cappuccino , Large,3.31,1,3.31,Card,C3449
T101501,4/5/2024,4:18 AM,University,Coffee,Flat White,Flat White , Medium,2.61,1,2.61,Cash,C3564
T101918,4/5/2024,6:36 PM,Downtown,Pastry,Muffin,Muffin , Small,1.76,2,3.52,Cash,C3192
T102415,4/5/2024,12:30 AM,Downtown,Sandwich,Tuna Sandwich,Tuna Sandwich , Medium,3.14,1,3.14,Mobile,C6254
T100233,4/6/2024,6:58 PM,Downtown,Coffee,Espresso,Espresso , Small,5.19,1,5.19,Mobile,C5595
T100320,4/6/2024,2:47 AM,Downtown,Coffee,Flat White,Flat White , Medium,2.11,1,2.11,Card,C8216
T101084,4/6/2024,9:01 PM,Airport,Tea,Black Tea,Black Tea , Small,2.64,2,5.28,Card,C3340
T101263,4/6/2024,8:54 AM,University,Coffee,Latte,Latte , Large,4.04,1,4.04,Card,C8973
T102448,4/6/2024,10:52 AM,Mall,Coffee,Espresso,Espresso , Medium,3.05,1,3.05,Cash,C9295
T102523,4/6/2024,5:49 PM,Downtown,Tea,Green Tea,Green Tea , Medium,1.98,1,1.98,Card,C8750
T102953,4/6/2024,10:38 PM,Downtown,Pastry,Scone,Scone , Medium,1.73,1,1.73,Card,C8632
T100229,4/7/2024,8:03 AM,University,Coffee,Espresso,Espresso , Small,3.2,1,3.2,Card,C9853
T100737,4/7/2024,7:24 AM,Mall,Coffee,Latte,Latte , Large,1.69,1,1.69,Mobile,C1703
T100792,4/7/2024,4:13 AM,Downtown,Tea,Black Tea,Black Tea , Medium,2.52,1,2.52,Card,C1134
T101332,4/7/2024,12:40 AM,University,Pastry,Muffin,Muffin , Small,2.08,1,2.08,Card,C2535
T101358,4/7/2024,6:38 PM,Mall,Coffee,Mocha,Mocha , Medium,4.2,1,4.2,Cash,C7726
T101387,4/7/2024,3:34 AM,Downtown,Pastry,Scone,Scone , Medium,2.28,2,4.56,Mobile,C5911
T101478,4/7/2024,4:09 AM,University,Coffee,Mocha,Mocha , Large,3.27,1,3.27,Card,C8471
T101586,4/7/2024,1:48 PM,Downtown,Tea,Green Tea,Green Tea , Medium,2.36,1,2.36,Cash,C9641
T102093,4/7/2024,8:55 PM,Suburb,Pastry,Croissant,Croissant , Small,2.62,1,2.62,Cash,C9872
T102903,4/7/2024,10:08 AM,Mall,Coffee,Americano,Americano , Medium,4.64,1,4.64,Cash,C8849
T102905,4/7/2024,9:27 AM,Downtown,Coffee,Mocha,Mocha , Large,3.28,1,3.28,Cash,C8940
T102916,4/7/2024,1:48 AM,Downtown,Beverage,Iced Tea,Iced Tea , Small,3.95,1,3.95,Card,C4078
T100119,4/8/2024,9:35 AM,Mall,Beverage,Smoothie,Smoothie , Medium,2.38,2,4.76,Mobile,C4045
T100256,4/8/2024,7:34 PM,Mall,Coffee,Mocha,Mocha , Large,4.49,1,4.49,Mobile,C9019
T100271,4/8/2024,4:31 PM,Mall,Coffee,Latte,Latte , Small,3.25,2,6.5,Card,C7977
T100288,4/8/2024,10:35 PM,Suburb,Coffee,Espresso,Espresso , Medium,3.56,1,3.56,Cash,C4210
T100335,4/8/2024,7:59 PM,Downtown,Coffee,Cappuccino,Cappuccino , Medium,4.18,1,4.18,Card,C8939
T100343,4/8/2024,8:48 AM,Mall,Coffee,Flat White,Flat White , Large,3.74,1,3.74,Cash,C4627
T100544,4/8/2024,2:13 AM,Mall,Coffee,Cappuccino,Cappuccino , Small,4.6,1,4.6,Cash,C6437
T100579,4/8/2024,10:16 AM,Suburb,Coffee,Cappuccino,Cappuccino , Large,4.68,1,4.68,Card,C7777
T100739,4/8/2024,10:37 PM,Mall,Coffee,Americano,Americano , Large,4,1,4,Card,C6470
T101568,4/8/2024,2:22 PM,Airport,Pastry,Croissant,Croissant , Large,2.35,1,2.35,Card,C4424
T101724,4/8/2024,11:27 AM,Mall,Pastry,Scone,Scone , Medium,2.13,1,2.13,Card,C3263
T102440,4/8/2024,10:39 AM,Downtown,Coffee,Cappuccino,Cappuccino , Small,3.77,1,3.77,Card,C1792
T102926,4/8/2024,6:10 PM,Suburb,Coffee,Americano,Americano , Large,4.07,1,4.07,Card,C5697
T100012,4/9/2024,7:16 AM,University,Coffee,Mocha,Mocha , Medium,2.49,1,2.49,Card,C7513
T100477,4/9/2024,5:36 AM,Mall,Tea,Green Tea,Green Tea , Medium,2.17,1,2.17,Mobile,C6168
T100487,4/9/2024,10:19 PM,Mall,Coffee,Mocha,Mocha , Large,5.4,1,5.4,Cash,C3985
T100568,4/9/2024,3:19 AM,Downtown,Coffee,Espresso,Espresso , Large,3.49,1,3.49,Mobile,C1983
T101942,4/9/2024,10:47 AM,University,Coffee,Flat White,Flat White , Large,3.41,1,3.41,Card,C6005
T102220,4/9/2024,1:03 AM,Airport,Coffee,Americano,Americano , Small,3.65,2,7.3,Card,C9946
T102821,4/9/2024,10:11 PM,Downtown,Coffee,Flat White,Flat White , Large,5.35,1,5.35,Card,C2547
T100125,4/10/2024,11:34 PM,Downtown,Sandwich,Tuna Sandwich,Tuna Sandwich , Small,4.88,1,4.88,Cash,C7594
T100201,4/10/2024,10:20 PM,Downtown,Beverage,Smoothie,Smoothie , Medium,3.55,1,3.55,Card,C5463
T100410,4/10/2024,1:04 PM,University,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,5.34,1,5.34,Cash,C3824
T100509,4/10/2024,1:30 PM,Downtown,Pastry,Croissant,Croissant , Small,1.7,1,1.7,Card,C8056
T100933,4/10/2024,3:29 PM,Mall,Tea,Green Tea,Green Tea , Medium,1.89,1,1.89,Cash,C4202
T101013,4/10/2024,11:31 PM,Downtown,Coffee,Mocha,Mocha , Large,3.14,1,3.14,Card,C2778
T101159,4/10/2024,11:32 AM,Downtown,Beverage,Smoothie,Smoothie , Small,3.17,1,3.17,Mobile,C8775
T101425,4/10/2024,5:07 AM,Mall,Coffee,Mocha,Mocha , Medium,4.45,1,4.45,Card,C5687
T102366,4/10/2024,11:11 AM,Airport,Coffee,Cappuccino,Cappuccino , Large,3.76,2,7.52,Card,C2596
T102454,4/10/2024,6:53 AM,Airport,Sandwich,Tuna Sandwich,Tuna Sandwich , Medium,4.23,1,4.23,Mobile,C8369
T102542,4/10/2024,1:02 AM,Downtown,Coffee,Espresso,Espresso , Medium,4.22,2,8.44,Card,C2268
T102706,4/10/2024,5:49 AM,Mall,Coffee,Mocha,Mocha , Medium,3.13,1,3.13,Card,C3934
T102990,4/10/2024,3:16 AM,Suburb,Beverage,Lemonade,Lemonade , Small,3.15,1,3.15,Cash,C4224
T102993,4/10/2024,10:55 PM,Mall,Pastry,Croissant,Croissant , Medium,1.8,1,1.8,Mobile,C7104
T101421,4/11/2024,3:47 AM,Airport,Pastry,Scone,Scone , Medium,1.37,1,1.37,Card,C8543
T101805,4/11/2024,5:10 PM,Downtown,Coffee,Flat White,Flat White , Large,4.53,1,4.53,Cash,C1732
T102094,4/11/2024,12:36 PM,Mall,Coffee,Mocha,Mocha , Small,3.97,1,3.97,Cash,C3612
T102096,4/11/2024,6:57 AM,Downtown,Tea,Black Tea,Black Tea , Medium,1.99,1,1.99,Card,C9951
T102118,4/11/2024,3:42 PM,Downtown,Coffee,Flat White,Flat White , Large,2.92,1,2.92,Card,C9083
T102262,4/11/2024,5:48 AM,University,Coffee,Mocha,Mocha , Small,4.64,1,4.64,Card,C5399
T102299,4/11/2024,1:29 AM,Mall,Coffee,Espresso,Espresso , Small,2.4,1,2.4,Card,C4761
T100000,4/12/2024,5:36 PM,Mall,Tea,Chai,Chai , Small,3.35,1,3.35,Card,C3056
T100007,4/12/2024,3:41 PM,Airport,Coffee,Americano,Americano , Large,2.69,1,2.69,Card,C2951
T100416,4/12/2024,10:07 PM,Downtown,Beverage,Iced Tea,Iced Tea , Medium,3.71,1,3.71,Card,C4207
T100786,4/12/2024,3:02 PM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,4.18,1,4.18,Card,C6700
T101470,4/12/2024,6:26 AM,Mall,Tea,Green Tea,Green Tea , Small,2.7,1,2.7,Card,C3750
T101830,4/12/2024,6:13 AM,Mall,Pastry,Bagel,Bagel , Small,1.25,1,1.25,Card,C6948
T102451,4/12/2024,12:44 PM,University,Beverage,Smoothie,Smoothie , Small,3.08,1,3.08,Cash,C8419
T100283,4/13/2024,7:07 PM,Airport,Coffee,Americano,Americano , Large,3.96,1,3.96,Mobile,C7148
T100368,4/13/2024,3:05 PM,Airport,Pastry,Bagel,Bagel , Small,2.53,1,2.53,Cash,C2994
T101056,4/13/2024,5:33 AM,Mall,Coffee,Latte,Latte , Medium,3.47,1,3.47,Card,C1027
T101069,4/13/2024,3:52 PM,Downtown,Tea,Chai,Chai , Large,3.11,1,3.11,Card,C4536
T101070,4/13/2024,10:25 AM,Mall,Pastry,Muffin,Muffin , Large,1.76,1,1.76,Card,C7863
T101136,4/13/2024,2:58 AM,University,Pastry,Muffin,Muffin , Small,1.58,1,1.58,Mobile,C8188
T101139,4/13/2024,2:01 AM,Downtown,Tea,Herbal,Herbal , Large,2.45,1,2.45,Cash,C4047
T101412,4/13/2024,7:06 PM,Mall,Coffee,Espresso,Espresso , Large,3.29,1,3.29,Card,C8263
T102328,4/13/2024,2:35 AM,University,Coffee,Flat White,Flat White , Medium,3.04,1,3.04,Cash,C1582
T102678,4/13/2024,4:48 PM,Airport,Beverage,Lemonade,Lemonade , Large,3.24,1,3.24,Mobile,C6174
T102974,4/13/2024,11:50 AM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,3.95,1,3.95,Mobile,C1056
T100531,4/14/2024,3:20 PM,University,Coffee,Latte,Latte , Medium,4.32,1,4.32,Card,C3764
T100738,4/14/2024,10:26 PM,Downtown,Pastry,Bagel,Bagel , Small,2.3,1,2.3,Card,C3955
T101588,4/14/2024,9:16 AM,Downtown,Pastry,Bagel,Bagel , Large,1.37,1,1.37,Cash,C9277
T101919,4/14/2024,5:26 AM,Airport,Pastry,Scone,Scone , Medium,1.72,1,1.72,Card,C9207
T102514,4/14/2024,1:22 AM,Downtown,Coffee,Mocha,Mocha , Large,4.02,2,8.04,Mobile,C3934
T102581,4/14/2024,3:31 PM,Airport,Beverage,Lemonade,Lemonade , Medium,3.12,1,3.12,Cash,C1641
T100065,4/15/2024,9:41 PM,Mall,Coffee,Latte,Latte , Large,4.6,1,4.6,Mobile,C2971
T100428,4/15/2024,6:25 PM,Mall,Coffee,Mocha,Mocha , Large,3.79,1,3.79,Card,C9990
T100803,4/15/2024,8:57 AM,Downtown,Coffee,Flat White,Flat White , Medium,3.54,1,3.54,Card,C6298
T101148,4/15/2024,6:23 PM,Downtown,Coffee,Americano,Americano , Small,3.14,1,3.14,Cash,C6915
T101838,4/15/2024,12:50 PM,Mall,Beverage,Iced Tea,Iced Tea , Medium,3.47,1,3.47,Card,C8454
T102170,4/15/2024,10:05 PM,Suburb,Coffee,Americano,Americano , Small,3.42,1,3.42,Cash,C3487
T102314,4/15/2024,5:00 AM,Downtown,Coffee,Americano,Americano , Medium,2.48,1,2.48,Card,C3440
T102836,4/15/2024,10:06 AM,Downtown,Beverage,Iced Tea,Iced Tea , Medium,5.17,1,5.17,Card,C5191
T102845,4/15/2024,4:00 AM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,2.61,1,2.61,Card,C9061
T100003,4/16/2024,6:59 AM,Mall,Beverage,Iced Tea,Iced Tea , Small,3.95,1,3.95,Cash,C6785
T100867,4/16/2024,9:24 AM,Mall,Coffee,Cappuccino,Cappuccino , Small,2.49,1,2.49,Cash,C1120
T101554,4/16/2024,8:05 PM,Mall,Beverage,Iced Tea,Iced Tea , Large,3.79,1,3.79,Card,C8637
T101992,4/16/2024,5:45 PM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,4.82,1,4.82,Cash,C3083
T102146,4/16/2024,12:11 PM,Downtown,Pastry,Croissant,Croissant , Small,2.1,1,2.1,Card,C1918
T102792,4/16/2024,11:29 PM,Downtown,Coffee,Latte,Latte , Large,3.03,1,3.03,Card,C5974
T102854,4/16/2024,6:58 AM,Mall,Beverage,Lemonade,Lemonade , Medium,2.76,1,2.76,Mobile,C3136
T102992,4/16/2024,10:02 AM,Mall,Coffee,Mocha,Mocha , Medium,2.63,1,2.63,Card,C4361
T100165,4/17/2024,6:32 AM,Mall,Coffee,Flat White,Flat White , Large,5.17,1,5.17,Card,C8674
T100414,4/17/2024,7:20 AM,Downtown,Coffee,Latte,Latte , Large,3.99,1,3.99,Card,C6550
T101419,4/17/2024,6:39 PM,Downtown,Beverage,Lemonade,Lemonade , Small,2.82,2,5.64,Mobile,C4380
T101475,4/17/2024,1:32 AM,Airport,Coffee,Americano,Americano , Small,4.33,1,4.33,Card,C1942
T101491,4/17/2024,12:51 PM,University,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,4.45,1,4.45,Card,C3518
T102002,4/17/2024,2:30 AM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,4.69,1,4.69,Card,C6400
T102181,4/17/2024,6:38 AM,Downtown,Coffee,Cappuccino,Cappuccino , Large,2.63,1,2.63,Cash,C7813
T102231,4/17/2024,9:23 PM,University,Beverage,Iced Tea,Iced Tea , Large,2.94,1,2.94,Mobile,C3661
T102664,4/17/2024,6:58 PM,Suburb,Tea,Black Tea,Black Tea , Medium,3.89,1,3.89,Mobile,C6233
T100586,4/18/2024,2:42 AM,Mall,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,4.6,1,4.6,Card,C9062
T100922,4/18/2024,10:47 AM,Downtown,Coffee,Flat White,Flat White , Medium,4.06,1,4.06,Mobile,C3219
T101331,4/18/2024,7:13 PM,Downtown,Beverage,Lemonade,Lemonade , Medium,2.87,1,2.87,Card,C3588
T102266,4/18/2024,11:19 PM,Downtown,Coffee,Americano,Americano , Small,2.63,1,2.63,Card,C3285
T102548,4/18/2024,12:58 PM,Mall,Pastry,Croissant,Croissant , Small,1.93,1,1.93,Card,C9319
T102749,4/18/2024,1:07 PM,Mall,Tea,Black Tea,Black Tea , Medium,2.96,1,2.96,Card,C2809
T101161,4/19/2024,5:04 AM,Mall,Coffee,Flat White,Flat White , Small,4.4,1,4.4,Cash,C8948
T102121,4/19/2024,2:14 PM,Downtown,Coffee,Mocha,Mocha , Medium,4.07,1,4.07,Card,C9590
T102401,4/19/2024,11:05 PM,Suburb,Coffee,Latte,Latte , Large,3.48,2,6.96,Mobile,C9754
T100822,4/20/2024,3:27 PM,Downtown,Beverage,Iced Tea,Iced Tea , Medium,2.99,1,2.99,Cash,C7710
T100896,4/20/2024,12:17 PM,Airport,Tea,Herbal,Herbal , Small,3.6,1,3.6,Card,C9048
T100924,4/20/2024,4:17 PM,Mall,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,5.59,1,5.59,Mobile,C5460
T100926,4/20/2024,7:02 AM,Suburb,Pastry,Croissant,Croissant , Large,1.79,1,1.79,Cash,C8508
T100928,4/20/2024,7:46 AM,University,Coffee,Latte,Latte , Small,3.26,1,3.26,Card,C3570
T101078,4/20/2024,9:25 PM,Downtown,Coffee,Latte,Latte , Medium,3.38,1,3.38,Card,C3960
T101138,4/20/2024,11:49 PM,Airport,Coffee,Americano,Americano , Small,1.34,2,2.68,Card,C1978
T101389,4/20/2024,5:33 AM,Downtown,Beverage,Lemonade,Lemonade , Large,3.46,1,3.46,Card,C1446
T101857,4/20/2024,7:33 AM,Suburb,Coffee,Espresso,Espresso , Large,3.69,2,7.38,Card,C7445
T101954,4/20/2024,10:11 AM,Downtown,Coffee,Mocha,Mocha , Medium,0.99,1,0.99,Cash,C9925
T102569,4/20/2024,9:20 AM,Suburb,Tea,Black Tea,Black Tea , Large,2.6,1,2.6,Cash,C2630
T102668,4/20/2024,2:08 AM,Mall,Coffee,Americano,Americano , Small,4.12,1,4.12,Card,C2429
T102709,4/20/2024,6:27 PM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,5.43,1,5.43,Card,C5328
T100261,4/21/2024,12:23 PM,Suburb,Beverage,Lemonade,Lemonade , Small,2.24,1,2.24,Mobile,C2852
T100287,4/21/2024,12:55 AM,Downtown,Coffee,Latte,Latte , Large,3.3,1,3.3,Cash,C1906
T100778,4/21/2024,11:56 AM,Downtown,Tea,Chai,Chai , Large,2.6,1,2.6,Card,C5430
T100947,4/21/2024,12:34 PM,Mall,Tea,Herbal,Herbal , Medium,2.06,1,2.06,Cash,C7071
T101284,4/21/2024,12:21 AM,Downtown,Pastry,Bagel,Bagel , Small,2.02,1,2.02,Card,C5467
T102503,4/21/2024,10:35 PM,Airport,Tea,Herbal,Herbal , Large,2.65,1,2.65,Cash,C2161
T102688,4/21/2024,10:05 PM,Airport,Coffee,Espresso,Espresso , Medium,3.55,1,3.55,Cash,C3392
T102912,4/21/2024,12:03 PM,University,Coffee,Espresso,Espresso , Small,3.4,1,3.4,Mobile,C8744
T100195,4/22/2024,7:57 PM,Downtown,Coffee,Mocha,Mocha , Small,3.38,1,3.38,Card,C4557
T100200,4/22/2024,4:02 AM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Small,3.15,1,3.15,Card,C4163
T100202,4/22/2024,5:12 PM,Mall,Coffee,Latte,Latte , Small,3.72,1,3.72,Cash,C5007
T100205,4/22/2024,5:03 AM,Downtown,Coffee,Cappuccino,Cappuccino , Small,2.84,1,2.84,Card,C7219
T100282,4/22/2024,8:02 PM,University,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,5.22,1,5.22,Mobile,C9883
T100876,4/22/2024,3:03 AM,Airport,Beverage,Lemonade,Lemonade , Small,2.73,1,2.73,Card,C5335
T100988,4/22/2024,5:38 AM,Downtown,Pastry,Scone,Scone , Medium,2.92,1,2.92,Card,C1259
T101232,4/22/2024,8:50 AM,Suburb,Coffee,Flat White,Flat White , Medium,3.47,1,3.47,Card,C6905
T101381,4/22/2024,2:13 AM,Mall,Coffee,Flat White,Flat White , Large,3.74,1,3.74,Card,C1956
T101673,4/22/2024,9:11 PM,Downtown,Pastry,Croissant,Croissant , Medium,1.98,1,1.98,Card,C1145
T102513,4/22/2024,7:34 PM,Suburb,Beverage,Smoothie,Smoothie , Large,2.82,1,2.82,Card,C2263
T102615,4/22/2024,4:54 AM,Downtown,Pastry,Muffin,Muffin , Large,3.34,2,6.68,Mobile,C1312
T102761,4/22/2024,2:37 PM,Downtown,Pastry,Bagel,Bagel , Small,1.86,1,1.86,Cash,C2555
T102766,4/22/2024,5:01 PM,University,Coffee,Espresso,Espresso , Large,4.23,1,4.23,Card,C5839
T102793,4/22/2024,11:47 AM,University,Coffee,Latte,Latte , Small,5.07,1,5.07,Mobile,C4777
T100361,4/23/2024,10:00 AM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,5.94,1,5.94,Card,C8589
T100534,4/23/2024,5:05 AM,Airport,Coffee,Latte,Latte , Small,3.96,1,3.96,Cash,C6686
T101233,4/23/2024,11:37 PM,Downtown,Coffee,Mocha,Mocha , Small,4.47,2,8.94,Cash,C7331
T101613,4/23/2024,3:05 PM,Mall,Coffee,Mocha,Mocha , Large,4.05,1,4.05,Cash,C1910
T102059,4/23/2024,9:46 PM,Mall,Pastry,Croissant,Croissant , Medium,0.87,1,0.87,Card,C6023
T102348,4/23/2024,8:55 PM,University,Tea,Chai,Chai , Medium,1.51,1,1.51,Card,C4390
T102609,4/23/2024,9:11 AM,University,Sandwich,Veggie Sandwich,Veggie Sandwich , Large,6.25,1,6.25,Cash,C1410
T102984,4/23/2024,7:21 AM,Downtown,Tea,Green Tea,Green Tea , Medium,2.07,1,2.07,Card,C2357
T100530,4/24/2024,8:26 AM,Suburb,Coffee,Americano,Americano , Medium,3.44,2,6.88,Card,C6531
T101114,4/24/2024,5:53 PM,Mall,Beverage,Lemonade,Lemonade , Medium,3.43,2,6.86,Card,C9795
T101316,4/24/2024,10:32 PM,Mall,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,5.31,1,5.31,Cash,C7280
T101619,4/24/2024,8:56 AM,Mall,Tea,Herbal,Herbal , Large,2.37,1,2.37,Card,C5288
T102327,4/24/2024,1:18 PM,Airport,Coffee,Latte,Latte , Small,3.28,1,3.28,Cash,C5004
T100177,4/25/2024,1:50 PM,Mall,Coffee,Mocha,Mocha , Large,3.65,1,3.65,Card,C2142
T100280,4/25/2024,4:45 PM,Downtown,Coffee,Mocha,Mocha , Large,3.68,1,3.68,Card,C1413
T100345,4/25/2024,8:49 PM,Downtown,Pastry,Muffin,Muffin , Medium,2.32,1,2.32,Card,C6379
T101828,4/25/2024,6:39 AM,University,Beverage,Lemonade,Lemonade , Medium,4.22,1,4.22,Cash,C5462
T102304,4/25/2024,8:07 AM,Airport,Coffee,Flat White,Flat White , Small,4.39,2,8.78,Card,C7907
T102463,4/25/2024,7:28 PM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Small,6.57,2,13.14,Mobile,C3198
T102765,4/25/2024,11:55 AM,Mall,Tea,Chai,Chai , Large,2.57,2,5.14,Cash,C5705
T102942,4/25/2024,6:54 AM,Mall,Pastry,Croissant,Croissant , Small,1.95,1,1.95,Card,C4978
T100439,4/26/2024,10:09 AM,Airport,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,4.3,1,4.3,Card,C4327
T100653,4/26/2024,2:17 AM,Mall,Beverage,Smoothie,Smoothie , Large,2.8,1,2.8,Card,C5154
T101172,4/26/2024,7:52 PM,Downtown,Coffee,Latte,Latte , Large,2.13,1,2.13,Cash,C9970
T101349,4/26/2024,1:23 AM,Downtown,Coffee,Cappuccino,Cappuccino , Small,3.44,1,3.44,Mobile,C5492
T101461,4/26/2024,6:23 PM,Suburb,Coffee,Flat White,Flat White , Medium,2.12,1,2.12,Card,C8806
T101787,4/26/2024,5:26 AM,University,Pastry,Bagel,Bagel , Large,2.22,1,2.22,Card,C5562
T101921,4/26/2024,4:28 PM,Mall,Tea,Herbal,Herbal , Small,1.47,2,2.94,Card,C6171
T102129,4/26/2024,7:12 AM,Downtown,Coffee,Cappuccino,Cappuccino , Medium,3.16,1,3.16,Card,C2777
T102149,4/26/2024,9:15 PM,Downtown,Beverage,Smoothie,Smoothie , Large,2.77,1,2.77,Card,C3486
T102407,4/26/2024,8:48 AM,Downtown,Pastry,Croissant,Croissant , Medium,2.3,1,2.3,Cash,C1986
T102498,4/26/2024,6:30 PM,Suburb,Pastry,Muffin,Muffin , Small,2.29,2,4.58,Card,C4735
T102753,4/26/2024,1:08 PM,Downtown,Tea,Black Tea,Black Tea , Large,2.66,1,2.66,Card,C3130
T102887,4/26/2024,1:33 PM,Mall,Coffee,Espresso,Espresso , Large,2.14,1,2.14,Card,C2089
T100451,4/27/2024,5:53 PM,Airport,Tea,Green Tea,Green Tea , Large,1.86,1,1.86,Card,C3384
T100769,4/27/2024,3:31 PM,University,Coffee,Flat White,Flat White , Small,4.05,1,4.05,Card,C5925
T100971,4/27/2024,11:13 PM,Airport,Tea,Herbal,Herbal , Medium,1.85,1,1.85,Card,C5696
T100982,4/27/2024,2:52 PM,Mall,Coffee,Cappuccino,Cappuccino , Small,2.36,1,2.36,Card,C4451
T101095,4/27/2024,4:55 PM,University,Tea,Chai,Chai , Small,3.77,1,3.77,Card,C1752
T101207,4/27/2024,6:01 PM,Mall,Coffee,Mocha,Mocha , Large,2.78,1,2.78,Mobile,C6970
